ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
986,Puerto Rico,PR,PRI,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,103.1811766,106.3614183,109.5425949,112.7237714,115.904948,119.0861245,122.2663663,125.4475428,131.2200275,136.9915773,142.764062,148.5365466,154.3080964,160.0805811,165.8521309,171.6246156,177.3971002,183.16865,184.6793116,186.1899732,187.7015696,189.2122311,190.7228927,197.5208698,204.3777402,211.2486328,218.1316781,225.0287456
987,Puerto Rico,PR,PRI,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,103.180997,106.3619941,109.5429911,112.7239881,115.9049852,119.0859822,122.2669793,125.4479763,127.2691132,129.09025,130.9113869,132.7325238,134.5536607,136.3747976,138.1959345,140.0170713,141.8382082,143.6593451,143.8014113,143.9434775,144.0855437,144.22761,144.3696762,144.5129117,144.6561471,144.7993826,144.9426181,145.0858536
988,Puerto Rico,PR,PRI,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887
989,Puerto Rico,PR,PRI,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,38.567531,39.79436302,41.02119504,42.24802706,43.47485908,44.70169109,45.92852311,47.15535513,48.38218715,49.08455468,49.78692221,50.48928974,51.19165727,51.8940248,52.59639233,53.29875986,54.0011274,54.70349493,55.40586246,55.46065389,55.51544532,55.57023675,55.62502818,55.67981962,55.73506201,55.7903044,55.84554679,55.90078918,55.95603157
990,Qatar,QA,QAT,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,Qatar,QA,QAT,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,Qatar,QA,QAT,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1149,1149,1149,1149,1149,1149,1149
993,Qatar,QA,QAT,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,Réunion,RE,REU,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,6.3759,6.3976,6.4194,6.4411,6.4629,6.4846,6.5064,6.5281,6.5498,6.5716,6.5933,6.6151,6.6368,6.6586,6.6803,6.702,6.7238,6.7455,6.7673,6.7968,6.8263,6.8558,6.8854,6.9149,6.9494,6.984,7.0186,7.0531,7.0877
995,Réunion,RE,REU,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,88.554,88.856,89.158,89.46,89.762,90.064,90.366,90.668,90.97,91.272,91.574,91.876,92.178,92.48,92.782,93.084,93.386,93.688,93.99,94.4,94.81,95.22,95.63,96.04,96.52,97,97.48,97.96,98.44
996,Réunion,RE,REU,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.3403441,100.6822566,101.0226007,101.3645132,101.7048574,102.0467699,102.387114,102.7274581,103.0693706,103.4097147,103.7516272,104.0919713,104.4338838,104.774228,105.1145721,105.4564846,105.7968287,106.1387412,106.601421,107.0641008,107.5267805,107.9910287,108.4537085,108.9948086,109.5374771,110.0801455,110.6212456,111.1639141
997,Réunion,RE,REU,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.3410348,100.6820697,101.0231045,101.3641394,101.7051742,102.0462091,102.3872439,102.7282788,103.0693136,103.4103485,103.7513833,104.0924182,104.433453,104.7744879,105.1155227,105.4565576,105.7975924,106.1386273,106.6016216,107.0646159,107.5276103,107.9906046,108.4535989,108.9956411,109.5376832,110.0797254,110.6217675,111.1638097
998,Réunion,RE,REU,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,251,251,251,251,251,251,251,251
999,Réunion,RE,REU,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,35.4216,35.5424,35.6632,35.784,35.9048,36.0256,36.1464,36.2672,36.388,36.5088,36.6296,36.7504,36.8712,36.992,37.1128,37.2336,37.3544,37.4752,37.596,37.76,37.924,37.93625498,38.09960159,38.26294821,38.45418327,38.64541833,38.83665339,39.02788845,39.21912351
1000,Romania,RO,ROU,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,382.2,382.17,382.14,382.11,382.08,382.05,382.02,381.99,381.96,382.854,383.748,384.642,385.536,386.43,387.324,388.218,389.112,390.006,390.9,468.8197,546.7394,624.6591,702.5789,780.4986,812.5004,812.5004,812.5004,812.5004,812.5004
1001,Romania,RO,ROU,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,6370,6369.5,6369,6368.5,6368,6367.5,6367,6366.5,6366,6380.9,6395.8,6410.7,6425.6,6440.5,6455.4,6470.3,6485.2,6500.1,6515,6592.192,6669.384,6746.576,6823.768,6900.96,6929.05,6929.05,6929.05,6929.05,6929.05
1002,Romania,RO,ROU,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.99215071,99.98430141,99.97645212,99.96860283,99.96075353,99.95290424,99.94505495,99.93720565,100.1711146,100.4050235,100.6389325,100.8728414,101.1067504,101.3406593,101.5745683,101.8084772,102.0423862,102.2762951,122.6634485,143.0506018,163.4377551,183.8249346,204.2120879,212.5851387,212.5851387,212.5851387,212.5851387,212.5851387
1003,Romania,RO,ROU,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.99215071,99.98430141,99.97645212,99.96860283,99.96075353,99.95290424,99.94505495,99.93720565,100.1711146,100.4050235,100.6389325,100.8728414,101.1067504,101.3406593,101.5745683,101.8084772,102.0423862,102.2762951,103.4881005,104.6999058,105.9117111,107.1235165,108.3353218,108.7762951,108.7762951,108.7762951,108.7762951,108.7762951
1004,Romania,RO,ROU,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,22946,22946,22951,22949,22952,22953,22959,22960,22971,22971,22987,22995,23000,22998,22998,22989,22990,23006,23005,23017,23002,23003,23008,23008,23008,23008,23008,23008,23008
1005,Romania,RO,ROU,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,27.76082977,27.75865075,27.75042482,27.75066452,27.74485884,27.7414717,27.73204408,27.72865854,27.7132036,27.778068,27.82355244,27.87866928,27.9373913,28.0046091,28.06939734,28.14519988,28.20878643,28.25393376,28.31993045,28.64053526,28.99480045,29.32911359,29.65824061,29.99374131,30.11582928,30.11582928,30.11582928,30.11582928,30.11582928
1006,Russian Federation,RU,RUS,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,35910.5649,36020.4125,36130.2602,36240.1078,36349.9554,36459.8031,36569.6507,36679.4984,36789.346,37006.7596,37224.1731,37441.5867,37659.0003,37876.4138,38093.8274,38311.241,38528.6545,38746.0681,38963.4817,39158.7337,39353.9857,39549.2378,39744.4898,39939.7418,40120.2571,40284.5462,40431.3022,40586.2115,40741.1206
1007,Russian Federation,RU,RUS,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,809013.62,809045.48,809077.34,809109.2,809141.06,809172.92,809204.78,809236.64,809268.5,809855.21,810441.92,811028.63,811615.34,812202.05,812788.76,813375.47,813962.18,814548.89,815135.6,815094.572,815053.544,815012.516,814971.488,814930.46,815121.03,815311.6,815311.6,815311.6,815311.6
1008,Russian Federation,RU,RUS,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.3058922,100.6117846,100.9176767,101.2235689,101.5294613,101.8353535,102.1412459,102.4471381,103.0525688,103.6579993,104.26343,104.8688608,105.4742912,106.079722,106.6851527,107.2905832,107.8960139,108.5014447,109.0451621,109.5888795,110.1325972,110.6763146,111.2200321,111.7227123,112.1802074,112.5888783,113.0202535,113.4516283
1009,Russian Federation,RU,RUS,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.0039381,100.0078763,100.0118144,100.0157525,100.0196906,100.0236288,100.0275669,100.031505,100.1040267,100.1765483,100.24907,100.3215916,100.3941133,100.4666349,100.5391566,100.6116782,100.6841999,100.7567215,100.7516501,100.7465788,100.7415074,100.7364361,100.7313647,100.7549205,100.7784764,100.7784764,100.7784764,100.7784764
1010,Russian Federation,RU,RUS,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,1638995,1638618,1638133,1637838,1637796,1637865,1638130,1638851,1638134,1638044,1638094,1638098,1638123,1638139,1637774,1637774,1637687,1637687,1637687,1637687,1637687,1637687,1637687,1637687,1637687,1637687,1637687,1637687,1637687
1011,Russian Federation,RU,RUS,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,49.36034704,49.37364779,49.39021068,49.40105187,49.40426402,49.40412793,49.39808074,49.37829247,49.40184991,49.44038194,49.47468949,49.51038522,49.54544561,49.58077733,49.6276507,49.66347433,49.70193816,49.73776369,49.77358921,49.77108397,49.76857873,49.76607349,49.76356825,49.76106301,49.77269955,49.78433608,49.78433608,49.78433608,49.78433608
1012,Rwanda,RW,RWA,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,25.8587,25.6531,25.4475,25.242,25.0364,24.8309,24.6253,24.4198,24.2142,24.0675,23.9209,23.7742,23.6276,23.4809,23.3342,23.1876,23.0409,22.8943,22.7476,22.8442,22.9409,23.0375,23.1342,23.2308,23.4192,23.5135,23.6078,23.6995,23.7967
1013,Rwanda,RW,RWA,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,311,308,305,302,299,296,293,290,287,284.8,282.6,280.4,278.2,276,273.8,271.6,269.4,267.2,265,266,267,268,269,270,272,273,274,275,276
1014,Rwanda,RW,RWA,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.20490976,98.40981952,97.615116,96.82002576,96.02532223,95.23023199,94.43552847,93.64043823,93.07312433,92.50619714,91.93888324,91.37195605,90.80464215,90.23732825,89.67040106,89.10308716,88.53615998,87.96884608,88.34241474,88.71637012,89.08993878,89.46389416,89.83746283,90.56603774,90.93071191,91.29538608,91.65000561,92.02589457
1015,Rwanda,RW,RWA,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.03536977,98.07073955,97.10610932,96.1414791,95.17684887,94.21221865,93.24758842,92.2829582,91.5755627,90.8681672,90.1607717,89.45337621,88.74598071,88.03858521,87.33118971,86.62379421,85.91639871,85.20900322,85.53054662,85.85209003,86.17363344,86.49517685,86.81672026,87.45980707,87.78135048,88.10289389,88.4244373,88.74598071
1016,Rwanda,RW,RWA,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467
1017,Rwanda,RW,RWA,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,12.60640454,12.48479935,12.36319416,12.24158897,12.11998379,11.9983786,11.87677341,11.75516822,11.63356303,11.54438589,11.45520876,11.36603162,11.27685448,11.18767734,11.0985002,11.00932306,10.92014593,10.83096879,10.74179165,10.78232671,10.82286178,10.86339684,10.9039319,10.94446696,11.02553709,11.06607215,11.10660722,11.14714228,11.18767734
1018,Saint Helena,SH,SHN,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1019,Saint Helena,SH,SHN,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1020,Saint Helena,SH,SHN,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
1021,Saint Helena,SH,SHN,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128
1022,Saint Pierre and Miquelon,PM,SPM,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,0.0315,0.0311,0.0307,0.0303,0.0299,0.0295,0.0291,0.0287,0.0283,0.0279,0.0276,0.0272,0.0268,0.0264,0.026,0.0256,0.0252,0.0248,0.0244,0.0241,0.0237,0.0233,0.0229,0.0226,0.0222,0.0219,0.0214,0.021,0.0207
1023,Saint Pierre and Miquelon,PM,SPM,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,1.854,1.831,1.808,1.785,1.762,1.739,1.716,1.693,1.67,1.647,1.624,1.601,1.578,1.555,1.532,1.509,1.486,1.463,1.44,1.418,1.396,1.374,1.352,1.33,1.31,1.29,1.26,1.24,1.22
1024,Saint Pierre and Miquelon,PM,SPM,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,98.73015873,97.46031746,96.19047619,94.92063492,93.65079365,92.38095238,91.11111111,89.84126984,88.57142857,87.61904762,86.34920635,85.07936508,83.80952381,82.53968254,81.26984127,80,78.73015873,77.46031746,76.50793651,75.23809524,73.96825397,72.6984127,71.74603175,70.47619048,69.52380952,67.93650794,66.66666667,65.71428571
1025,Saint Pierre and Miquelon,PM,SPM,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,98.75943905,97.5188781,96.27831715,95.0377562,93.79719525,92.5566343,91.31607335,90.07551241,88.83495146,87.59439051,86.35382956,85.11326861,83.87270766,82.63214671,81.39158576,80.15102481,78.91046386,77.66990291,76.4832794,75.29665588,74.11003236,72.92340885,71.73678533,70.65803668,69.57928803,67.96116505,66.8824164,65.80366775
1026,Saint Pierre and Miquelon,PM,SPM,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1027,Saint Pierre and Miquelon,PM,SPM,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,8.060869565,7.960869565,7.860869565,7.760869565,7.660869565,7.560869565,7.460869565,7.360869565,7.260869565,7.160869565,7.060869565,6.960869565,6.860869565,6.760869565,6.660869565,6.560869565,6.460869565,6.360869565,6.260869565,6.165217391,6.069565217,5.973913043,5.87826087,5.782608696,5.695652174,5.608695652,5.47826087,5.391304348,5.304347826
1028,Samoa,WS,WSM,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,10.393,10.3637,10.3344,10.3051,10.2758,10.2465,10.2173,10.188,10.1587,10.1296,10.1005,10.0714,10.0424,10.0133,9.9842,9.9551,9.926,9.8969,9.8679,9.8382,9.8085,9.7788,9.7492,9.7195,9.6911,9.661,9.6326,9.6025,9.5741
1029,Samoa,WS,WSM,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,175.166,174.684,174.202,173.72,173.238,172.756,172.274,171.792,171.31,170.828,170.346,169.864,169.382,168.9,168.418,167.936,167.454,166.972,166.49,166.006,165.522,165.038,164.554,164.07,163.59,163.11,162.63,162.15,161.67
1030,Samoa,WS,WSM,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.71807948,99.43615895,99.15423843,98.87231791,98.59039738,98.30943905,98.02751852,97.745598,97.46560185,97.1856057,96.90560954,96.62657558,96.34657943,96.06658328,95.78658713,95.50659097,95.22659482,94.94756086,94.66179159,94.37602232,94.09025305,93.80544597,93.51967671,93.24641586,92.95679784,92.683537,92.39391898,92.12065814
1031,Samoa,WS,WSM,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.72483244,99.44966489,99.17449733,98.89932978,98.62416222,98.34899467,98.07382711,97.79865956,97.523492,97.24832445,96.97315689,96.69798934,96.42282178,96.14765423,95.87248667,95.59731911,95.32215156,95.046984,94.77067467,94.49436534,94.21805602,93.94174669,93.66543736,93.39141158,93.11738579,92.84336001,92.56933423,92.29530845
1032,Samoa,WS,WSM,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,278,278,278,278
1033,Samoa,WS,WSM,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,61.89611307,61.72579505,61.55547703,61.38515901,61.21484099,61.04452297,60.87420495,60.70388693,60.5335689,60.36325088,60.19293286,60.02261484,59.85229682,59.6819788,59.51166078,59.34134276,59.17102473,59.00070671,58.83038869,58.65936396,58.48833922,58.31731449,58.14628975,57.97526502,57.80565371,58.67266187,58.5,58.32733813,58.15467626
1034,"San Marino, Rep. of",SM,SMR,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,0.0413,0.042,0.0426,0.0432,0.0438,0.0445,0.0451,0.0457,0.0463,0.0469,0.0475,0.0481,0.0487,0.0493,0.0499,0.0504,0.051,0.0516,0.0522,0.0528,0.0533,0.0539,0.0544,0.055,0.055,0.055,0.055,0.055,0.055
1035,"San Marino, Rep. of",SM,SMR,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
