ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
257,Chile,CL,CHL,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2,74353.2
258,Chile,CL,CHL,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,20.65849486,20.73529182,20.81208879,20.88888575,20.96568271,21.04247968,21.11927664,21.19607361,21.27287057,21.3950173,21.51716402,21.63931075,21.76145748,21.8836042,22.00575093,22.12789766,22.25004438,22.37219111,22.49433784,22.72857658,22.96281532,23.19705406,23.4312928,23.66553154,23.83086404,23.99619653,24.16152903,24.32686152,24.49215367
259,"China, P.R.: Mainland",CN,CHN,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,5188.5163,5284.2391,5379.9619,5475.6846,5571.4074,5667.1302,5762.853,5858.5757,5954.2985,6045.3574,6136.4162,6227.4751,6318.534,6409.5929,6500.6517,6591.7106,6682.7695,6773.8283,6864.8872,7059.0225,7253.1578,7447.2931,7641.4284,7835.5638,8047.9798,8217.7753,8387.1366,8553.8275,8724.3346
260,"China, P.R.: Mainland",CN,CHN,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,161112.582,163098.578,165084.574,167070.57,169056.566,171042.562,173028.558,175014.554,177000.55,179361.533,181722.516,184083.499,186444.482,188805.465,191166.448,193527.431,195888.414,198249.397,200610.38,202547.154,204483.928,206420.702,208357.476,210294.25,212459.867,214339.47,216219.04,218098.61,219978.18
261,"China, P.R.: Mainland",CN,CHN,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,101.8448974,103.6897947,105.5346901,107.3795875,109.2244848,111.0693822,112.9142776,114.759175,116.5141834,118.26919,120.0241984,121.7792069,123.5342154,125.2892219,127.0442304,128.7992388,130.5542453,132.3092538,136.050888,139.7925222,143.5341564,147.2757906,151.0174267,155.1113909,158.383916,161.6480727,164.8607618,168.1470019
262,"China, P.R.: Mainland",CN,CHN,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,101.2326759,102.4653518,103.6980278,104.9307037,106.1633796,107.3960555,108.6287314,109.8614073,111.3268317,112.792256,114.2576804,115.7231047,117.1885291,118.6539534,120.1193778,121.5848021,123.0502265,124.5156508,125.7177754,126.9199,128.1220246,129.3241492,130.5262739,131.8704377,133.0370771,134.2036961,135.3703152,136.5369342
263,"China, P.R.: Mainland",CN,CHN,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,938825,938825,938825,938824,938823,938823,938823,938823,938822,938821.42,938821.32,938821.27,938821.25,938821.18,938821.14,938821.08,938821.08,938821.1,938821.1,938821.1,938821.1,938821.1,938821.1,938821.1,938821,938821,938821,938821,938821
264,"China, P.R.: Mainland",CN,CHN,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,17.16108774,17.37262834,17.58416893,17.79572849,18.00728849,18.21882953,18.43037058,18.64191163,18.85347276,19.10496812,19.3564539,19.60793869,19.85942287,20.11090813,20.36239278,20.61387789,20.86536169,21.11684505,21.36832885,21.57462737,21.78092589,21.9872244,22.19352292,22.39982144,22.63049793,22.83070681,23.03091218,23.23111754,23.4313229
265,Colombia,CO,COL,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,7281.6514,7256.5644,7231.4775,7206.3906,7181.3036,7156.2167,7131.1298,7106.0428,7080.9559,7059.1978,7037.4398,7015.6817,6993.9236,6972.1656,6950.4075,6928.6494,6906.8914,6885.1333,6863.3753,6848.18,6832.9848,6817.7895,6802.5943,6787.3991,6767.6276,6742.8278,6720.334,6697.8412,6675.3474
266,Colombia,CO,COL,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,64513.612,64291.348,64069.084,63846.82,63624.556,63402.292,63180.028,62957.764,62735.5,62542.729,62349.958,62157.187,61964.416,61771.645,61578.874,61386.103,61193.332,61000.561,60807.79,60673.164,60538.538,60403.912,60269.286,60134.66,59959.49,59739.77,59540.48,59341.2,59141.91
267,Colombia,CO,COL,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.6554765,99.31095438,98.96643226,98.62190876,98.27738664,97.93286451,97.58834102,97.2438189,96.94501168,96.64620583,96.34739861,96.0485914,95.74978555,95.45097833,95.15217111,94.85336527,94.55455805,94.2557522,94.04707289,93.83839496,93.62971564,93.42103771,93.21235977,92.94083482,92.60025549,92.29134479,91.98244783,91.67353713
268,Colombia,CO,COL,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.65547736,99.31095472,98.96643208,98.62190944,98.27738679,97.93286415,97.58834151,97.24381887,96.94501216,96.64620546,96.34739875,96.04859204,95.74978533,95.45097862,95.15217192,94.85336521,94.5545585,94.25575179,94.04707335,93.83839491,93.62971647,93.42103803,93.21235959,92.94083549,92.60025621,92.29134465,91.9824486,91.67353705
269,Colombia,CO,COL,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950,110950
270,Colombia,CO,COL,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,58.14656332,57.94623524,57.74590717,57.54557909,57.34525101,57.14492294,56.94459486,56.74426679,56.54393871,56.37019288,56.19644705,56.02270122,55.84895539,55.67520955,55.50146372,55.32771789,55.15397206,54.98022623,54.8064804,54.68514105,54.56380171,54.44246237,54.32112303,54.19978369,54.04190176,53.84386661,53.66424516,53.48463272,53.30501127
271,"Comoros, Union of the",KM,COM,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,1.684,1.6677,1.6514,1.635,1.6187,1.6024,1.5861,1.5697,1.5534,1.5371,1.5208,1.5044,1.4881,1.4718,1.4555,1.4391,1.4228,1.4065,1.3902,1.3738,1.3575,1.3412,1.3249,1.3085,1.2922,1.2758,1.2597,1.2433,1.2269
272,"Comoros, Union of the",KM,COM,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,45.184,44.746,44.308,43.87,43.432,42.994,42.556,42.118,41.68,41.242,40.804,40.366,39.928,39.49,39.052,38.614,38.176,37.738,37.3,36.862,36.424,35.986,35.548,35.11,34.67,34.23,33.8,33.36,32.92
273,"Comoros, Union of the",KM,COM,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.03206651,98.06413302,97.09026128,96.12232779,95.1543943,94.18646081,93.21258907,92.24465558,91.27672209,90.3087886,89.33491686,88.36698337,87.39904988,86.43111639,85.45724466,84.48931116,83.52137767,82.55344418,81.57957245,80.61163895,79.64370546,78.67577197,77.70190024,76.73396675,75.76009501,74.804038,73.83016627,72.85629454
274,"Comoros, Union of the",KM,COM,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.03063031,98.06126062,97.09189093,96.12252125,95.15315156,94.18378187,93.21441218,92.24504249,91.2756728,90.30630312,89.33693343,88.36756374,87.39819405,86.42882436,85.45945467,84.49008499,83.5207153,82.55134561,81.58197592,80.61260623,79.64323654,78.67386686,77.70449717,76.73070113,75.7569051,74.80524079,73.83144476,72.85764873
275,"Comoros, Union of the",KM,COM,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1
276,"Comoros, Union of the",KM,COM,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,24.27941967,24.04406233,23.808705,23.57334766,23.33799033,23.10263299,22.86727566,22.63191832,22.39656099,22.16120365,21.92584632,21.69048898,21.45513165,21.21977431,20.98441698,20.74905965,20.51370231,20.27834498,20.04298764,19.80763031,19.57227297,19.33691564,19.1015583,18.86620097,18.62976894,18.39333692,18.16227834,17.92584632,17.68941429
277,"Congo, Dem. Rep. of the",CD,COD,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,22208.8319,22108.7097,22008.5875,21908.4653,21808.3431,21708.2209,21608.0986,21507.9764,21407.8542,21307.732,21207.6098,21107.4876,21007.3654,20907.2432,20807.121,20706.9988,20606.8766,20506.7543,20406.6321,20242.7804,20078.9287,19915.077,19751.2253,19587.3736,19423.5213,19259.6705,19095.8182,18931.9659,18768.1151
278,"Congo, Dem. Rep. of the",CD,COD,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,149283,148610,147937,147264,146591,145918,145245,144572,143899,143226,142553,141880,141207,140534,139861,139188,138515,137842,137169,136067.624,134966.248,133864.872,132763.496,131662.12,130560.74,129459.37,128357.99,127256.61,126155.24
279,"Congo, Dem. Rep. of the",CD,COD,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.54917845,99.0983569,98.64753535,98.1967138,97.74589225,97.29507026,96.84424871,96.39342716,95.94260561,95.49178406,95.04096251,94.59014096,94.13931941,93.68849786,93.23767631,92.78685476,92.33603277,91.88521122,91.14743401,90.4096568,89.67187959,88.93410238,88.19632517,87.45854526,86.72077211,85.9829922,85.24521229,84.50743913
280,"Congo, Dem. Rep. of the",CD,COD,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.54917841,99.09835681,98.64753522,98.19671362,97.74589203,97.29507044,96.84424884,96.39342725,95.94260566,95.49178406,95.04096247,94.59014087,94.13931928,93.68849769,93.23767609,92.7868545,92.3360329,91.88521131,91.14743407,90.40965683,89.67187958,88.93410234,88.1963251,87.45854518,86.72077196,85.98299204,85.24521211,84.50743889
281,"Congo, Dem. Rep. of the",CD,COD,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705,226705
282,"Congo, Dem. Rep. of the",CD,COD,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,65.84901083,65.55214927,65.25528771,64.95842615,64.66156459,64.36470303,64.06784147,63.77097991,63.47411835,63.17725679,62.88039523,62.58353367,62.28667211,61.98981055,61.69294899,61.39608743,61.09922587,60.80236431,60.50550275,60.01968373,59.53386471,59.0480457,58.56222668,58.07640767,57.59058689,57.10477052,56.61894974,56.13312896,55.64731259
283,"Congo, Rep. of",CG,COG,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,2973.6194,2972.0186,2970.4178,2968.817,2967.2162,2965.6154,2964.0146,2962.4138,2960.813,2959.2122,2957.6114,2956.0106,2954.4098,2952.809,2951.2082,2949.6074,2948.0066,2946.4058,2944.805,2943.2042,2941.6034,2940.0026,2938.4018,2936.801,2935.2002,2933.5994,2931.5984,2929.5974,2927.5964
284,"Congo, Rep. of",CG,COG,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,22291,22279,22267,22255,22243,22231,22219,22207,22195,22183,22171,22159,22147,22135,22123,22111,22099,22087,22075,22063,22051,22039,22027,22015,22003,21991,21976,21961,21946
285,"Congo, Rep. of",CG,COG,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.94616661,99.89233323,99.83849984,99.78466646,99.73083307,99.67699969,99.6231663,99.56933291,99.51549953,99.46166614,99.40783276,99.35399937,99.30016599,99.2463326,99.19249921,99.13866583,99.08483244,99.03099906,98.97716567,98.92333229,98.8694989,98.81566552,98.76183213,98.70799874,98.65416536,98.58687363,98.51958189,98.45229016
286,"Congo, Rep. of",CG,COG,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.94616661,99.89233323,99.83849984,99.78466646,99.73083307,99.67699969,99.6231663,99.56933291,99.51549953,99.46166614,99.40783276,99.35399937,99.30016599,99.2463326,99.19249921,99.13866583,99.08483244,99.03099906,98.97716567,98.92333229,98.8694989,98.81566552,98.76183213,98.70799874,98.65416536,98.58687363,98.51958189,98.45229016
287,"Congo, Rep. of",CG,COG,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150,34150
288,"Congo, Rep. of",CG,COG,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,65.27379209,65.238653,65.20351391,65.16837482,65.13323572,65.09809663,65.06295754,65.02781845,64.99267936,64.95754026,64.92240117,64.88726208,64.85212299,64.81698389,64.7818448,64.74670571,64.71156662,64.67642753,64.64128843,64.60614934,64.57101025,64.53587116,64.50073206,64.46559297,64.43045388,64.39531479,64.35139092,64.30746706,64.26354319
289,Cook Islands,CK,COK,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,15.042,15.108,15.174,15.24,15.306,15.372,15.438,15.504,15.57,15.572,15.574,15.576,15.578,15.58,15.582,15.584,15.586,15.588,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59
290,Cook Islands,CK,COK,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.4387714,100.8775429,101.3163143,101.7550858,102.1938572,102.6326286,103.0714001,103.5101715,103.5234676,103.5367637,103.5500598,103.5633559,103.576652,103.5899481,103.6032442,103.6165404,103.6298365,103.6431326,103.6431326,103.6431326,103.6431326,103.6431326,103.6431326,103.6431326,103.6431326,103.6431326,103.6431326,103.6431326
291,Cook Islands,CK,COK,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
292,Cook Islands,CK,COK,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,62.675,62.95,63.225,63.5,63.775,64.05,64.325,64.6,64.875,64.88333333,64.89166667,64.9,64.90833333,64.91666667,64.925,64.93333333,64.94166667,64.95,64.95833333,64.95833333,64.95833333,64.95833333,64.95833333,64.95833333,64.95833333,64.95833333,64.95833333,64.95833333,64.95833333
293,Costa Rica,CR,CRI,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,359.2731,358.6509,358.0287,357.4064,356.7842,356.162,355.5397,354.9175,354.2953,354.4686,354.642,354.8153,354.9887,355.162,355.3354,355.5087,355.6821,355.8554,356.0288,358.0582,360.0876,362.117,364.1463,366.1757,368.2056,370.2355,372.2641,374.294,376.3239
294,Costa Rica,CR,CRI,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,2897.364,2892.346,2887.328,2882.31,2877.292,2872.274,2867.256,2862.238,2857.22,2858.618,2860.016,2861.414,2862.812,2864.21,2865.608,2867.006,2868.404,2869.802,2871.2,2887.566,2903.932,2920.298,2936.664,2953.03,2969.4,2985.77,3002.13,3018.5,3034.87
295,Costa Rica,CR,CRI,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.82681698,99.65363396,99.48042311,99.30724009,99.13405707,98.96084622,98.7876632,98.61448018,98.66271647,98.71098059,98.75921687,98.80748099,98.85571728,98.9039814,98.95221769,99.00048181,99.04871809,99.09698221,99.66184499,100.2267078,100.7915705,101.3564055,101.9212682,102.4862702,103.0512721,103.6159122,104.1809142,104.7459161
296,Costa Rica,CR,CRI,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.82680809,99.65361618,99.48042428,99.30723237,99.13404046,98.96084855,98.78765664,98.61446473,98.66271549,98.71096624,98.759217,98.80746775,98.85571851,98.90396926,98.95222002,99.00047077,99.04872153,99.09697228,99.66183055,100.2266888,100.7915471,101.3564053,101.9212636,102.4862599,103.0512562,103.6159074,104.1809037,104.7459001
297,Costa Rica,CR,CRI,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106,5106
298,Costa Rica,CR,CRI,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,56.74430082,56.64602429,56.54774775,56.44947121,56.35119467,56.25291814,56.1546416,56.05636506,55.95808852,55.98546808,56.01284763,56.04022718,56.06760674,56.09498629,56.12236584,56.1497454,56.17712495,56.2045045,56.23188406,56.55240893,56.8729338,57.19345868,57.51398355,57.83450842,58.15511163,58.47571485,58.79612221,59.11672542,59.43732863
299,Côte d'Ivoire,CI,CIV,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,417.1709,401.418,385.6651,369.9122,354.1594,338.4065,322.6536,306.9007,291.1478,284.6963,278.2448,271.7933,265.3418,258.8904,252.4389,245.9874,239.5359,233.0844,226.6329,220.1815,213.73,207.2786,200.8272,194.3757,187.9241,181.4724,175.0207,168.5696,162.118
300,Côte d'Ivoire,CI,CIV,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,7299.578,7023.937,6748.296,6472.655,6197.014,5921.373,5645.732,5370.091,5094.45,4981.563,4868.676,4755.789,4642.902,4530.015,4417.128,4304.241,4191.354,4078.467,3965.58,3852.694,3739.808,3626.922,3514.036,3401.15,3288.26,3175.37,3062.48,2949.6,2836.71
301,Côte d'Ivoire,CI,CIV,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,96.22387372,92.44774743,88.67162115,84.89551884,81.11939256,77.34326627,73.56713999,69.79101371,68.24452521,66.6980367,65.1515482,63.6050597,62.05859517,60.51210667,58.96561817,57.41912967,55.87264116,54.32615266,52.77968813,51.23319963,49.6867351,48.14027057,46.59378207,45.0472696,43.50073315,41.95419671,40.40780409,38.86129162
302,Côte d'Ivoire,CI,CIV,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,96.2238776,92.4477552,88.6716328,84.8955104,81.119388,77.3432656,73.5671432,69.7910208,68.24453414,66.69804748,65.15156082,63.60507416,62.0585875,60.51210084,58.96561418,57.41912752,55.87264086,54.3261542,52.77968124,51.23320828,49.68673532,48.14026235,46.59378939,45.04726164,43.50073388,41.95420612,40.40781536,38.8612876
303,Côte d'Ivoire,CI,CIV,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800,31800
